Name,Nationality,Team,Position,Age,Games,Games_starts,Minutes,Goals,Assists,Cards_yellow,Cards_red,Xg,Xg_assist,Progressive_carries,Progressive_passes,Progressive_passes_received,Goals_per90,Assists_per90,Xg_per90,Xg_assist_per90,Gk_goals_against_per90,Gk_save_pct,Gk_clean_sheet_pct,Gk_pens_save_pct,Shots_on_target_pct,Shots_per90,Goals_per_shot,Average_shot_distance,Passes_completed,Passes_pct,Passes_total_distance,Passes_pct_short,Passes_pct_medium,Passes_pct_long,Assisted_shots,Passes_into_final_third,Passes_into_penalty_area,Crosses_into_penalty_area,Progressive_passes,Sca,Sca_per90,Gca,Gca_per90,Tackles,Tackles_won,Challenge_tackles,Challenges_lost,Blocks,Blocked_shots,Blocked_passes,Interceptions,Touches,Touches_def_pen_area,Touches_def_3rd,Touches_mid_3rd,Touches_att_3rd,Touches_att_pen_area,Take_ons,Take_ons_won_pct,Take_ons_tackled_pct,Carries,Carries_progressive_distance,Progressive_carries,Carries_into_final_third,Carries_into_penalty_area,Miscontrols,Dispossessed,Passes_received,Progressive_passes_received,Fouls,Fouled,Offsides,Crosses,Ball_recoveries,Aerials_won,Aerials_lost,Aerials_won_pct
João Gomes,BR,Wolves,MF,24-082,33,33,2781,3,1,10,1,2.7,1.2,53,148,68,0.1,0.03,0.09,0.04,N/a,N/a,N/a,N/a,21.2,1.07,0.09,18.1,1262,84.9,18027,91.0,85.6,60.7,22,107,22,1,148,62,2.01,3,0.1,105,62,42,60,42,4,38,25,1843,59,404,1014,451,42,57,45.6,43.9,957,2593,53,50,6,38,49,1230,68,67,41,1,27,178,9,24,27.3
Rodrigo Gomes,PT,Wolves,DFFW,21-302,22,6,672,2,0,0,0,0.6,0.9,22,25,65,0.27,0.0,0.08,0.12,N/a,N/a,N/a,N/a,50.0,0.8,0.33,17.3,171,67.1,2520,78.4,70.5,26.1,12,10,12,4,25,21,2.82,0,0.0,21,13,10,9,8,1,7,5,348,23,85,118,152,26,14,35.7,42.9,178,750,22,17,7,17,7,203,65,3,5,0,19,24,6,15,28.6
Toti Gomes,PT,Wolves,DF,26-109,28,27,2344,0,1,6,0,0.7,0.9,21,67,15,0.0,0.04,0.03,0.04,N/a,N/a,N/a,N/a,28.6,0.27,0.0,11.6,1272,85.1,21197,91.3,92.4,49.3,9,72,5,3,67,20,0.77,1,0.04,53,38,30,7,28,17,11,23,1772,207,847,851,95,15,28,67.9,25.0,1028,2641,21,18,0,16,13,1202,15,23,14,4,13,100,48,24,66.7
Joe Gomez,ENG,Liverpool,DF,27-347,9,6,519,0,0,1,0,0.3,0.1,5,35,2,0.0,0.0,0.06,0.02,N/a,N/a,N/a,N/a,66.7,0.52,0.0,11.9,377,88.7,6689,91.2,93.6,61.9,2,29,0,0,35,5,0.87,1,0.17,13,10,11,5,9,6,3,7,481,54,183,264,37,5,0,N/a,N/a,303,947,5,2,1,1,2,335,2,2,3,0,2,34,9,4,69.2
Nicolás González,ES,Manchester City,MF,23-122,9,8,648,0,0,3,0,0.3,0.1,5,46,10,0.0,0.0,0.04,0.01,N/a,N/a,N/a,N/a,0.0,0.97,0.0,19.3,520,92.9,7739,95.9,92.7,71.4,1,48,4,0,46,15,2.08,3,0.42,15,6,6,5,9,0,9,5,637,14,99,398,143,7,6,16.7,50.0,386,615,5,9,1,7,10,484,10,11,4,0,0,31,16,11,59.3
Anthony Gordon,ENG,Newcastle Utd,FW,24-070,31,25,2235,6,5,2,0,8.0,4.9,111,93,197,0.24,0.2,0.32,0.2,N/a,N/a,N/a,N/a,28.6,2.26,0.09,16.8,671,73.3,10367,85.9,78.2,43.2,50,61,52,17,93,99,3.99,12,0.48,31,17,12,22,24,2,22,6,1178,16,115,444,638,123,96,36.5,46.9,758,3042,111,56,55,28,35,851,197,19,65,8,122,92,6,7,46.2
Ryan Gravenberch,NL,Liverpool,MF,22-354,34,34,2921,0,4,5,0,1.0,2.9,65,168,54,0.0,0.12,0.03,0.09,N/a,N/a,N/a,N/a,27.8,0.55,0.0,24.7,1595,88.9,23774,92.5,91.7,60.8,25,140,32,1,168,65,2.0,6,0.18,65,34,30,21,34,10,24,57,2176,104,446,1274,485,23,75,48.0,37.3,1286,3408,65,71,9,48,21,1548,54,42,46,0,6,182,26,14,65.0
Archie Gray,ENG,Tottenham,DFMF,19-054,25,16,1481,0,0,0,0,0.0,0.1,6,34,15,0.0,0.0,0.0,0.01,N/a,N/a,N/a,N/a,100.0,0.06,0.0,24.6,939,88.2,16414,92.3,92.7,59.1,2,39,0,0,34,5,0.3,0,0.0,13,7,7,10,19,10,9,13,1179,139,564,537,88,2,11,54.5,36.4,816,1551,6,5,0,9,10,881,15,9,11,0,13,59,10,9,52.6
Jack Grealish,ENG,Manchester City,FWMF,29-237,19,7,720,1,1,3,0,1.1,1.8,69,52,118,0.12,0.12,0.14,0.23,N/a,N/a,N/a,N/a,33.3,1.87,0.07,16.3,381,87.6,5676,93.2,87.8,69.2,24,23,16,0,52,47,5.87,2,0.25,9,5,2,3,12,2,10,2,519,14,40,162,324,71,29,44.8,31.0,375,1714,69,23,46,10,16,422,118,5,25,0,20,26,1,7,12.5
Jacob Greaves,ENG,Ipswich Town,DF,24-235,22,22,1935,1,0,5,0,1.2,0.0,7,53,8,0.05,0.0,0.06,0.0,N/a,N/a,N/a,N/a,50.0,0.37,0.13,8.3,827,86.2,13641,93.1,89.5,41.9,2,63,1,0,53,13,0.6,0,0.0,36,19,21,12,36,24,12,18,1202,253,649,482,75,17,3,66.7,33.3,538,969,7,9,0,8,2,739,8,12,19,1,1,48,65,38,63.1
Brajan Gruda,DE,Brighton,FWMF,20-339,18,6,508,0,3,0,0,0.4,1.5,16,17,47,0.0,0.53,0.07,0.27,N/a,N/a,N/a,N/a,50.0,0.71,0.0,16.8,139,73.5,1879,82.6,71.1,40.9,15,7,10,1,17,27,4.77,4,0.71,14,6,7,7,8,0,8,2,262,4,33,89,144,33,23,39.1,43.5,152,491,16,17,10,9,20,170,47,6,9,1,18,19,3,4,42.9
Albert Grønbaek,DK,Southampton,FWMF,23-347,4,2,143,0,0,0,0,0.1,0.0,1,1,3,0.0,0.0,0.07,0.01,N/a,N/a,N/a,N/a,0.0,1.26,0.0,22.4,13,72.2,135,81.8,50.0,N/a,1,2,0,0,1,2,1.26,0,0.0,4,1,3,7,1,1,0,0,38,2,9,14,15,2,4,0.0,100.0,18,15,1,0,1,5,4,21,3,0,1,0,1,6,2,0,100.0
Gonçalo Guedes,PT,Wolves,MFFW,28-157,26,7,783,2,4,1,0,2.2,1.1,32,31,60,0.23,0.46,0.26,0.13,N/a,N/a,N/a,N/a,36.8,2.18,0.11,20.0,192,72.7,3194,83.8,76.0,44.8,11,13,17,5,31,23,2.64,8,0.92,14,4,3,12,9,0,9,5,375,4,43,165,180,28,20,25.0,55.0,230,904,32,21,5,33,14,255,60,14,15,3,17,34,3,11,21.4
Idrissa Gana Gueye,SN,Everton,MF,35-221,34,32,2794,0,3,8,0,1.1,1.7,26,134,24,0.0,0.1,0.03,0.05,N/a,N/a,N/a,N/a,18.5,0.87,0.0,25.2,1116,86.5,18814,90.9,90.7,71.8,19,136,10,3,134,56,1.8,3,0.1,124,74,54,36,45,9,36,44,1640,69,385,943,321,20,36,47.2,47.2,781,1611,26,27,4,32,33,943,24,51,41,0,7,180,23,15,60.5
Luis Guilherme,BR,West Ham,MFFW,19-085,11,1,138,0,0,0,0,0.3,0.1,3,3,13,0.0,0.0,0.19,0.05,N/a,N/a,N/a,N/a,33.3,1.96,0.0,14.9,47,83.9,727,96.8,86.7,57.1,3,3,3,2,3,10,6.52,0,0.0,1,0,0,3,7,0,7,3,85,3,19,30,37,4,9,55.6,22.2,42,136,3,3,1,4,3,55,13,0,4,0,8,7,2,1,66.7
Bruno Guimarães,BR,Newcastle Utd,MF,27-170,35,35,3002,4,6,6,0,3.9,5.8,54,247,81,0.12,0.18,0.12,0.17,N/a,N/a,N/a,N/a,25.6,1.17,0.1,16.3,1334,82.1,22040,90.6,87.5,56.8,47,162,70,6,247,121,3.63,17,0.51,75,43,31,33,34,9,25,27,2013,75,409,1035,592,74,75,45.3,32.0,1298,3108,54,40,12,53,73,1507,81,57,100,2,25,167,18,17,51.4
Malo Gusto,FR,Chelsea,DF,21-351,29,19,1832,0,1,4,0,1.7,1.3,49,119,84,0.0,0.05,0.08,0.06,N/a,N/a,N/a,N/a,18.2,1.08,0.0,21.3,1176,86.5,19189,93.2,88.3,61.3,21,109,18,6,119,57,2.8,4,0.2,43,28,24,23,29,8,21,23,1563,60,378,758,440,43,16,25.0,68.8,865,2195,49,35,8,16,17,1053,84,20,19,2,51,116,8,15,34.8
Marc Guéhi,ENG,Crystal Palace,DF,24-296,32,32,2879,3,2,9,1,1.9,1.2,22,126,8,0.09,0.06,0.06,0.04,N/a,N/a,N/a,N/a,50.0,0.44,0.21,10.3,1377,83.3,26335,91.1,88.8,55.3,12,127,11,3,126,38,1.19,5,0.16,56,31,30,15,53,22,31,25,1994,292,987,881,137,31,14,78.6,14.3,1065,2804,22,17,1,16,16,1243,8,22,26,1,13,135,66,50,56.9
Joško Gvardiol,HR,Manchester City,DF,23-102,34,33,3007,5,0,2,0,4.4,2.0,81,251,98,0.15,0.0,0.13,0.06,N/a,N/a,N/a,N/a,29.7,1.11,0.14,13.0,2321,90.9,37878,94.4,93.2,68.9,25,237,20,1,251,69,2.07,7,0.21,51,34,19,18,40,20,20,38,2903,142,725,1474,727,85,40,57.5,35.0,1886,5715,81,92,13,25,16,2132,98,13,23,2,19,132,48,33,59.3
Diego Gómez,PY,Brighton,MF,22-039,13,4,441,0,0,0,0,0.7,0.5,5,20,14,0.0,0.0,0.15,0.1,N/a,N/a,N/a,N/a,0.0,1.22,0.0,19.4,206,78.9,3195,85.2,83.1,52.2,5,12,5,1,20,14,2.86,3,0.61,17,10,9,9,11,0,11,7,346,18,79,186,85,6,12,50.0,50.0,163,254,5,3,0,6,9,206,14,7,2,1,9,30,8,4,66.7
İlkay Gündoğan,DE,Manchester City,MF,34-193,31,23,2050,0,5,1,0,2.7,2.8,57,115,86,0.0,0.22,0.12,0.12,N/a,N/a,N/a,N/a,20.0,1.1,0.0,18.3,1408,89.3,21666,94.4,91.9,62.9,37,97,21,2,115,74,3.25,11,0.48,24,13,10,13,14,0,14,13,1748,43,256,848,664,60,35,45.7,37.1,1035,2813,57,52,9,27,24,1366,86,15,21,0,57,105,13,11,54.2
Erling Haaland,NO,Manchester City,FW,24-288,28,28,2480,21,3,2,0,20.8,2.8,19,18,103,0.76,0.11,0.76,0.1,N/a,N/a,N/a,N/a,54.5,3.59,0.19,12.2,225,66.0,2706,70.6,66.7,66.7,26,9,7,1,18,62,2.25,9,0.33,9,5,2,4,11,1,10,5,578,22,39,200,344,170,32,34.4,59.4,272,478,19,14,19,39,25,427,103,22,12,4,3,29,49,45,52.1
Lewis Hall,ENG,Newcastle Utd,DF,20-239,27,24,2189,0,4,3,0,0.4,4.3,41,123,80,0.0,0.16,0.02,0.18,N/a,N/a,N/a,N/a,9.1,0.45,0.0,18.8,1300,81.7,21999,91.3,85.1,51.5,34,114,17,5,123,63,2.59,6,0.25,58,41,40,34,33,18,15,18,1820,95,623,804,414,47,21,52.4,33.3,950,2358,41,22,13,33,20,1094,80,9,21,1,110,119,30,31,49.2
Ali Al Hamadi,IQ,Ipswich Town,FW,23-065,11,0,134,0,0,3,0,0.4,0.1,4,3,14,0.0,0.0,0.24,0.05,N/a,N/a,N/a,N/a,0.0,2.69,0.0,15.7,25,83.3,278,87.0,71.4,N/a,2,0,0,0,3,8,5.37,0,0.0,1,0,0,2,0,0,0,0,53,2,6,20,30,9,7,57.1,42.9,29,111,4,3,4,7,4,36,14,8,3,1,0,4,5,9,35.7
Jack Harrison,ENG,Everton,FW,28-166,31,22,1900,1,0,0,0,3.3,3.7,64,45,116,0.05,0.0,0.16,0.17,N/a,N/a,N/a,N/a,22.2,1.28,0.04,16.3,379,63.1,6064,81.5,68.1,34.3,32,26,25,11,45,53,2.51,4,0.19,30,21,14,26,18,2,16,9,871,31,144,305,429,62,72,31.9,56.9,479,1491,64,34,14,50,37,562,116,13,26,4,118,65,4,26,13.3
Taylor Harwood-Bellis,ENG,Southampton,DF,23-095,32,30,2654,1,0,9,0,1.8,1.0,29,119,9,0.03,0.0,0.06,0.03,N/a,N/a,N/a,N/a,40.0,0.68,0.05,10.6,1807,87.9,33577,92.9,91.8,64.4,14,171,10,1,119,37,1.25,2,0.07,27,19,19,15,60,38,22,30,2349,313,1089,1092,178,40,3,100.0,0.0,1361,3731,29,27,0,15,5,1704,9,34,14,0,10,120,56,42,57.1
Kai Havertz,DE,Arsenal,FWMF,25-328,21,21,1839,9,3,4,0,9.4,2.4,34,59,110,0.44,0.15,0.46,0.12,N/a,N/a,N/a,N/a,40.4,2.54,0.17,11.7,401,78.5,4833,84.1,82.5,45.5,16,26,8,1,59,41,2.01,3,0.15,16,9,4,11,22,4,18,6,768,31,88,282,403,103,38,23.7,63.2,411,922,34,23,18,42,22,575,110,36,21,14,11,39,62,73,45.9
Ayden Heaven,ENG,Manchester Utd,DF,18-225,2,1,95,0,0,0,0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,40,81.6,695,82.4,88.9,33.3,0,2,0,0,2,2,1.89,0,0.0,3,3,2,0,2,2,0,1,67,21,42,23,3,1,2,100.0,0.0,42,122,1,1,0,2,1,40,1,2,3,0,0,4,1,2,33.3
Jan Paul van Hecke,NL,Brighton,DF,24-331,31,30,2688,1,1,8,1,1.3,1.5,53,216,5,0.03,0.03,0.04,0.05,N/a,N/a,N/a,N/a,31.3,0.54,0.06,14.1,1839,87.9,36200,93.1,93.0,65.4,13,207,16,4,216,48,1.61,3,0.1,40,26,20,18,32,19,13,23,2373,250,1006,1233,154,30,11,45.5,36.4,1572,6740,53,42,0,12,7,1665,5,23,23,0,11,120,78,48,61.9
Hwang Hee-chan,KR,Wolves,MFFW,29-099,20,5,651,2,0,0,0,0.8,0.1,15,12,41,0.28,0.0,0.11,0.02,N/a,N/a,N/a,N/a,60.0,0.69,0.4,17.4,159,81.5,2061,87.0,85.1,80.0,3,7,4,2,12,9,1.24,1,0.14,6,4,2,4,9,0,9,2,262,9,41,99,124,24,14,14.3,85.7,151,426,15,5,7,14,10,174,41,6,8,0,8,27,3,9,25.0
Dean Henderson,ENG,Crystal Palace,GK,28-054,34,34,3060,0,0,3,0,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,1.38,66.9,N/a,50.0,0.0,0.03,0.0,14.9,672,61.8,18496,99.4,99.4,31.3,2,20,1,0,0,3,0.09,0,0.0,2,1,2,4,0,0,0,0,1173,954,1169,3,1,1,0,N/a,N/a,674,1919,0,0,0,2,0,510,0,0,0,0,0,25,11,1,91.7
Mads Hermansen,DK,Leicester City,GK,24-298,27,27,2385,0,0,1,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,2.19,64.5,N/a,25.0,N/a,0.0,N/a,N/a,654,61.0,17066,97.4,94.8,32.7,0,20,1,0,1,3,0.11,0,0.0,1,1,1,0,1,0,1,0,1147,831,1106,43,0,0,1,100.0,0.0,734,1904,0,0,0,1,0,625,0,0,3,0,0,17,4,1,80.0
Son Heung-min,KR,Tottenham,FW,32-301,28,23,2004,7,9,1,0,7.0,8.2,87,104,259,0.31,0.4,0.31,0.37,N/a,N/a,N/a,N/a,45.3,2.38,0.11,17.0,703,79.0,9833,89.7,80.0,48.0,50,36,51,6,104,116,5.21,15,0.67,17,9,5,18,10,0,10,5,1093,15,110,347,646,117,82,35.4,48.8,732,2334,87,45,40,25,29,837,259,5,28,11,75,81,6,11,35.3
James Hill,ENG,Bournemouth,DF,23-115,10,6,448,0,1,1,0,0.3,0.3,3,16,8,0.0,0.2,0.06,0.05,N/a,N/a,N/a,N/a,0.0,1.21,0.0,13.9,159,64.9,3098,76.1,77.3,36.2,3,20,6,0,16,8,1.61,1,0.2,15,8,3,8,5,0,5,9,319,19,99,167,54,8,2,50.0,50.0,146,295,3,6,0,2,0,179,8,7,5,0,10,13,14,12,53.8
Jack Hinshelwood,ENG,Brighton,DFMF,20-024,23,21,1744,2,2,5,0,1.5,1.3,18,63,47,0.1,0.1,0.08,0.07,N/a,N/a,N/a,N/a,42.9,0.72,0.14,14.3,828,83.4,12560,91.4,84.1,52.9,15,33,9,2,63,33,1.7,3,0.15,26,18,11,16,8,3,5,15,1137,50,316,528,299,27,11,18.2,72.7,565,1142,18,20,2,16,3,714,47,16,7,0,26,58,19,15,55.9
George Hirst,SCT,Ipswich Town,FW,26-079,23,3,493,3,1,2,0,1.6,0.3,9,13,29,0.55,0.18,0.28,0.06,N/a,N/a,N/a,N/a,50.0,1.83,0.3,11.1,58,55.8,675,66.7,50.0,50.0,4,1,4,0,13,8,1.45,3,0.54,3,3,1,2,1,1,0,2,162,11,23,54,87,23,5,40.0,40.0,89,199,9,2,6,21,13,138,29,12,10,2,3,8,30,20,60.0
Callum Hudson-Odoi,ENG,Nott'ham Forest,FWMF,24-179,29,25,2152,5,2,2,0,2.5,2.7,127,66,186,0.21,0.08,0.1,0.11,N/a,N/a,N/a,N/a,45.9,1.55,0.14,18.3,674,82.2,9918,92.1,81.8,51.2,44,36,31,11,66,94,3.93,11,0.46,20,14,11,6,11,0,11,13,1005,15,111,324,595,72,62,58.1,29.0,626,3335,127,61,45,44,23,764,186,12,22,8,75,91,3,10,23.1
Will Hughes,ENG,Crystal Palace,MF,30-018,29,21,1869,0,3,11,0,1.0,2.7,18,82,24,0.0,0.14,0.05,0.13,N/a,N/a,N/a,N/a,5.3,0.91,0.0,22.6,658,76.1,10532,88.6,82.7,36.7,29,69,14,3,82,61,2.94,6,0.29,61,33,27,32,29,14,15,19,1070,41,253,551,278,14,14,28.6,42.9,469,1120,18,22,1,19,24,594,24,60,30,0,65,107,17,17,50.0
Dean Huijsen,ES,Bournemouth,DF,20-021,29,24,2234,3,1,8,0,1.9,2.0,36,116,10,0.12,0.04,0.08,0.08,N/a,N/a,N/a,N/a,16.7,0.73,0.17,11.9,1204,83.4,24235,89.0,91.6,59.3,14,146,7,2,116,40,1.61,3,0.12,33,23,15,10,36,28,8,49,1803,238,820,861,131,30,5,40.0,60.0,992,3937,36,26,0,18,1,1117,10,29,10,2,12,96,64,41,61.0
Omari Hutchinson,ENG,Ipswich Town,MFFW,21-187,28,27,2313,3,2,5,0,2.4,2.7,74,71,135,0.12,0.08,0.09,0.11,N/a,N/a,N/a,N/a,43.2,1.44,0.08,21.0,604,78.4,9504,88.4,84.4,53.4,25,44,21,10,71,68,2.65,6,0.23,31,12,13,32,25,1,24,10,1100,14,178,464,480,76,117,39.3,47.9,671,2433,74,35,31,72,56,772,135,29,36,4,60,96,6,24,20.0
Rasmus Højlund,DK,Manchester Utd,FW,22-090,29,20,1744,4,0,2,0,3.8,1.3,26,16,83,0.21,0.0,0.2,0.06,N/a,N/a,N/a,N/a,40.0,1.29,0.16,12.8,224,76.7,2426,82.9,71.7,80.0,14,12,5,1,16,30,1.55,1,0.05,3,1,0,4,5,0,5,1,447,6,31,223,201,58,29,31.0,62.1,275,625,26,13,16,57,27,352,83,15,26,11,6,30,23,82,21.9
Igor,BR,Brighton,DF,27-087,12,9,903,0,0,4,0,0.0,0.2,9,44,0,0.0,0.0,0.0,0.02,N/a,N/a,N/a,N/a,0.0,0.1,0.0,14.1,628,92.1,11358,96.5,95.2,71.4,1,35,2,1,44,11,1.1,0,0.0,4,4,4,6,23,14,9,4,764,109,377,353,38,1,4,75.0,25.0,497,1782,9,14,0,1,0,568,0,9,6,0,2,40,8,6,57.1
Danny Ings,ENG,West Ham,FWMF,32-286,15,1,284,1,2,0,0,2.3,1.3,6,5,29,0.32,0.63,0.72,0.41,N/a,N/a,N/a,N/a,35.7,4.44,0.07,15.5,63,68.5,830,83.7,65.5,20.0,6,4,1,0,5,12,3.8,2,0.63,4,2,1,2,5,0,5,1,139,2,15,51,73,27,7,57.1,28.6,63,118,6,0,2,6,6,96,29,0,2,0,3,9,8,10,44.4
Tim Iroegbunam,ENG,Everton,MF,21-309,17,5,567,0,1,4,0,0.2,0.2,8,14,9,0.0,0.16,0.04,0.03,N/a,N/a,N/a,N/a,0.0,0.79,0.0,22.5,110,71.9,1842,72.5,84.0,68.4,3,10,1,0,14,10,1.59,1,0.16,28,13,14,9,17,4,13,15,260,21,82,124,60,12,20,40.0,40.0,122,360,8,10,2,10,18,110,9,15,12,0,1,48,11,4,73.3
Andy Irving,SCT,West Ham,MF,24-357,10,1,166,0,0,2,0,0.1,0.2,0,9,4,0.0,0.0,0.06,0.13,N/a,N/a,N/a,N/a,50.0,2.17,0.0,26.2,109,87.9,1705,95.3,83.7,100.0,1,14,1,1,9,5,2.68,0,0.0,7,4,1,4,5,1,4,1,150,7,37,89,24,0,1,100.0,0.0,73,137,0,1,0,1,3,104,4,6,1,0,2,10,1,1,50.0
Alexander Isak,SE,Newcastle Utd,FW,25-226,32,32,2577,23,6,1,0,19.9,4.3,81,80,200,0.8,0.21,0.69,0.15,N/a,N/a,N/a,N/a,42.0,3.07,0.22,14.6,479,74.5,6849,83.8,77.4,63.2,41,33,26,1,80,89,3.11,14,0.49,12,5,5,8,18,2,16,3,960,20,55,361,558,178,88,47.7,50.0,574,1782,81,41,43,62,52,681,200,25,13,20,15,55,26,52,33.3
Abdul Fatawu Issahaku,GH,Leicester City,FW,21-058,11,6,579,0,2,0,0,0.4,1.6,42,17,60,0.0,0.31,0.06,0.24,N/a,N/a,N/a,N/a,38.5,2.02,0.0,31.2,123,62.4,2150,72.8,76.3,48.5,6,7,7,2,17,17,2.64,3,0.47,21,15,11,8,7,0,7,4,326,19,73,114,157,26,69,42.0,40.6,217,1055,42,24,15,18,12,216,60,11,20,2,30,38,14,13,51.9
Alex Iwobi,NG,Fulham,FWMF,29-002,35,33,2796,9,6,1,0,4.6,6.9,135,199,224,0.29,0.19,0.15,0.22,N/a,N/a,N/a,N/a,44.4,2.03,0.14,18.2,1057,74.4,18132,85.8,77.7,53.8,56,107,78,17,199,115,3.7,16,0.52,39,23,19,11,25,1,24,13,1724,31,228,691,831,109,87,49.4,44.8,1218,4098,135,102,37,55,38,1345,224,17,17,5,120,126,6,31,16.2
Nicolas Jackson,SN,Chelsea,FW,23-319,29,27,2185,10,5,7,0,12.3,4.3,46,37,127,0.41,0.21,0.51,0.18,N/a,N/a,N/a,N/a,44.7,3.13,0.13,12.9,300,75.9,4031,81.6,77.4,64.3,28,22,10,1,37,68,2.8,10,0.41,22,13,5,5,14,2,12,3,679,19,50,281,357,139,60,30.0,51.7,413,1304,46,25,30,69,41,507,127,33,29,23,3,48,19,36,34.5
Reece James,ENG,Chelsea,DFMF,25-148,16,10,838,1,0,1,0,0.3,0.5,6,51,10,0.11,0.0,0.03,0.06,N/a,N/a,N/a,N/a,37.5,0.86,0.13,23.2,577,84.6,10385,94.3,89.0,52.0,10,72,5,1,51,15,1.61,1,0.11,9,9,3,6,12,4,8,12,764,32,214,424,131,4,16,37.5,37.5,398,728,6,4,0,6,5,482,10,6,10,0,38,55,21,6,77.8
Vitaly Janelt,DE,Brentford,MF,26-360,32,27,2254,1,3,3,0,0.8,2.2,17,80,38,0.04,0.12,0.03,0.09,N/a,N/a,N/a,N/a,28.6,0.56,0.07,17.7,872,82.5,14466,90.6,85.4,55.9,14,78,23,7,80,32,1.28,3,0.12,38,22,21,15,33,9,24,27,1289,118,418,574,306,32,12,25.0,58.3,652,1278,17,18,3,16,10,814,38,24,15,1,30,107,19,11,63.3
Mathias Jensen,DK,Brentford,MF,29-124,21,8,816,0,2,2,0,0.2,1.6,6,56,26,0.0,0.22,0.03,0.18,N/a,N/a,N/a,N/a,16.7,0.66,0.0,23.1,342,75.5,6291,87.9,78.9,55.0,15,39,18,2,56,38,4.19,5,0.55,13,9,7,8,13,4,9,8,531,25,120,223,191,9,15,60.0,26.7,278,543,6,8,0,8,6,326,26,7,10,0,31,45,8,5,61.5
Gabriel Jesus,BR,Arsenal,FW,28-032,17,6,608,3,0,4,0,3.0,0.7,15,19,57,0.44,0.0,0.44,0.1,N/a,N/a,N/a,N/a,35.0,2.96,0.15,11.1,156,76.8,2030,80.5,87.2,66.7,8,10,9,1,19,18,2.66,4,0.59,10,6,4,5,10,1,9,4,299,9,28,108,165,48,22,40.9,45.5,179,432,15,6,11,13,13,217,57,14,10,9,7,28,9,18,33.3
Raúl Jiménez,MX,Fulham,FW,34-000,35,27,2224,10,3,4,0,11.2,3.2,32,56,119,0.4,0.12,0.45,0.13,N/a,N/a,N/a,N/a,32.1,3.4,0.08,14.4,423,71.0,6367,81.2,73.1,61.2,20,36,10,3,56,57,2.31,6,0.24,33,23,7,13,19,5,14,10,919,30,107,396,431,154,47,40.4,53.2,509,1000,32,21,17,64,42,677,119,37,37,14,22,74,78,90,46.4
Joelinton,BR,Newcastle Utd,MFFW,28-264,29,29,2393,4,3,10,0,3.9,2.5,40,116,110,0.15,0.11,0.15,0.09,N/a,N/a,N/a,N/a,28.9,1.69,0.09,14.0,863,82.7,12199,87.7,86.6,60.0,23,80,17,2,116,61,2.29,9,0.34,57,35,25,19,37,7,30,23,1360,67,256,670,448,83,46,32.6,60.9,729,1786,40,26,9,39,53,934,110,58,35,7,16,149,59,46,56.2
Ben Johnson,ENG,Ipswich Town,DFFW,25-101,22,14,1348,1,2,5,1,1.1,1.3,16,26,33,0.07,0.13,0.07,0.09,N/a,N/a,N/a,N/a,42.9,0.47,0.14,12.6,296,71.5,4812,86.2,74.8,49.0,12,21,3,2,26,23,1.54,5,0.33,38,22,20,21,22,5,17,13,624,60,245,219,163,12,24,33.3,58.3,259,585,16,12,3,23,17,290,33,27,6,1,37,57,19,18,51.4
Brennan Johnson,WLS,Tottenham,FW,23-347,31,23,2083,11,3,5,0,9.8,2.3,57,70,194,0.48,0.13,0.43,0.1,N/a,N/a,N/a,N/a,37.7,2.29,0.21,11.4,438,71.0,5790,80.5,75.7,34.4,19,25,35,6,70,46,1.99,7,0.3,39,26,16,15,25,3,22,4,825,16,89,282,466,120,44,43.2,50.0,527,1410,57,21,32,25,16,609,194,26,25,12,52,60,7,20,25.9
Sam Johnstone,ENG,Wolves,GK,32-041,7,7,630,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.43,61.5,N/a,0.0,N/a,0.0,N/a,N/a,184,66.2,5548,96.9,97.6,45.0,1,6,0,0,0,2,0.29,0,0.0,0,0,0,1,0,0,0,0,306,229,304,2,0,0,0,N/a,N/a,196,756,0,0,0,0,0,179,0,0,0,0,0,9,4,0,100.0
Curtis Jones,ENG,Liverpool,MFDF,24-095,30,17,1528,3,3,3,1,4.1,1.0,24,95,71,0.18,0.18,0.24,0.06,N/a,N/a,N/a,N/a,38.7,1.83,0.1,16.9,911,93.3,13290,96.9,92.7,75.0,19,70,17,0,95,42,2.47,7,0.41,36,20,17,8,16,7,9,6,1145,32,187,615,349,52,19,57.9,36.8,702,1598,24,17,6,23,32,867,71,17,24,1,6,86,13,12,52.0
Jorginho,IT,Arsenal,MF,33-136,14,9,703,0,0,5,0,0.1,0.4,12,48,6,0.0,0.0,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.26,0.0,23.2,410,86.7,6450,91.5,88.4,58.3,3,44,10,0,48,12,1.55,0,0.0,12,4,8,12,3,0,3,7,519,9,92,303,130,3,4,25.0,50.0,302,874,12,13,0,10,9,388,6,15,17,0,1,54,1,6,14.3
